source;translation;type;module;status;customer
"Merchant - New Sale / Lead";"Annoncør - Nye Salg / Leads";B;merchant;T;N
"New sale / lead";"Nyt salg / lead";B;;T;N
"Affiliate - New User Signup Approved";"Affiliate - Ny brugerregistrering godkendt";B;;T;N
", welcome to our affiliate program";", velkommen til vores affiliateprogram";B;;T;N
"Affiliate - New User Signup Before Approval";"Affiliate - Ny brugerregistrering før godkendelse";B;;T;N
"Paid amount";"betalt beløb";S;;T;N
"Paid currency";"Betalt valuta";S;;T;N
"Payout method";"Udbetalingsmetode";B;;T;N
"Affiliate - On payout";"Affiliate - Ved udbetaling";B;;T;N
"Your commissions";"Dine kommisioner";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Affiliate - Ny Subaffiliate Salg / Lead";B;affiliate;T;N
"New subaffiliate sale / lead";"Nyt subaffiliate salg / lead";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Affiliate - Ny Subaffiliate registrering";B;affiliate;T;N
"New subaffiliate signed up";"Ny subaffiliate har registreret sig";B;affiliate;T;N
"VAT percentage";"moms procentsats";B;;T;N
"VAT number";"moms nummer (CVR)";B;;T;N
"Registration number";"Registrationsnummer";B;;T;N
"VAT part";"moms andel";B;;T;N
"Payment incl. VAT";"Betaling inkl. moms";B;;T;N
"Payment excl. VAT";"Betaling eksl. moms";B;;T;N
"Affiliate - On VAT payout";"Affiliate - Ved momsudbetaling";B;;T;N
"Transaction ID";"Transaktion ID";B;;T;N
"TotalCost";"TotalOmkostninger";S;;T;N
"Campaign ID";"Kampagne ID";S;;T;N
"Referer URL";"Referent URL";S;;T;N
"First click - time";"Første klik - tid";S;;T;N
"First click - referer";"Første klik - referer";S;;T;N
"First click - IP";"Første klik - IP";S;;T;N
"First click - data1";"Første klik - data1";S;;T;N
"First click - data2";"Første klik - data2";S;;T;N
"Last click - time";"Sidste klik - tid";S;;T;N
"Last click - referer";"Sidste klik - referent";S;;T;N
"Last click - IP";"Sidste klik - IP";S;;T;N
"Last click - data1";"Sidste klik - data1";S;;T;N
"Last click - data2";"Sidste klik - data2";S;;T;N
"Transaction data1";"Transaktion data1";S;;T;N
"Transaction data2";"Transaktion data2";S;;T;N
"Transaction data3";"Transaktion data3";S;;T;N
"Transaction data4";"Transaktion data4";S;;T;N
"Transaction data5";"Transaktion data5";S;;T;N
"Note to merchant";"Bemærk til annoncør";S;;T;N
"Original currency";"Original valuta";S;;T;N
"Banner does not exist";"Banner eksisterer ikke";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Server fejl: Ukendt type givet for BannerForm._save()";S;merchant;T;N
"Banner was saved";"Banner er gemt";S;merchant;T;N
"Imps";"Visninger";S;merchant;T;N
"Clicks";"kliks";B;;T;N
"CTR";"CTR";S;;N;N
"Order";"Ordre";B;merchant;T;N
"BannersImportExportDescription";"Banner definitioner – bemærk at denne import/export kun er for definitionerne, og ikke for de fysiske billeder og filer";B;merchant;T;N
"Campaign does not exist";"Kampagne eksisterer ikke";S;merchant;T;N
"Campaign capping saved";"Kampagne udjævning (capping) gemt";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"Antal af transaktioner i 'Aktiv indtil' kampagne skal sættes";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"Der mangler Fra og Til datoer i  'Aktiv i dato interval' kampagnen for at den er gyldig";S;merchant;T;N
"Commission successfully computed";"Kommission succesfuldt udregnet";S;merchant;T;N
"User is not valid!";"Bruger er ikke gyldig!";S;merchant;T;N
"Campaign is not valid!";"Kampagne er ikke gyldig!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Transaktionstype er ikke gyldig eller eksisterer ikke for denne kampagne!";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Kan ikke genkende kommissionsgruppe for denne bruger i kampagnen!";S;merchant;T;N
"Error getting commission settings!";"Fejl ved hentning af kommissionsindstillinger!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Fejl, for procent kommissioner skal du definere den samlede pris!";S;merchant;T;N
"You cannot deactivate default campaign";"Du kan ikke deaktivere standard kampagnen";S;merchant;T;N
"You cannot delete default campaign";"Du kan ikke slette standard kampagnen";S;merchant;T;N
"Default";"Standard";B;;T;N
"per sale / lead";"pr salg / lead";B;;T;N
"CampaignsImportExportDescription";"Kampagner og indstilliger for størrelse af kommisioner";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"IndlæsKommissionGrupper: kampagneId er tomt";S;merchant;T;N
"Campaign ID cannot be empty!";"Kampagne ID kan ikke være tomt!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"KommissionTypeId (Id) kan ikke være tom!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"KommissionGruppeId kan ikke være tom!";S;merchant;T;N
"Commission type does not exist";"Kommissionstype eksisterer ikke";S;merchant;T;N
"Commissions saved successfully";"Kommissioner gemt";S;merchant;T;N
"Field 'type' does not exist";"Felt 'type' eksisterer ikke";S;merchant;T;N
"Failed to change status";"Kunne ikke ændre status";S;merchant;T;N
"Status successfully changed";"Status succesfuldt ændret";S;merchant;T;N
"CommissionsImportExportDescription";"Kommissioner (transaktioner, ordre) registreret af systemet";B;merchant;T;N
"Affiliate screen";"Affiliate screen";S;merchant;N;N
"Affiliate panel menu saved";"Affiliate panel menu gemt";S;merchant;T;N
"Error changing default theme";"Fejl ved ændring af standard tema";S;merchant;T;N
"Default theme changed";"Standard tema ændret";S;merchant;T;N
"Program name and logo saved";"Programnavn og logo gemt";S;merchant;T;N
"Affiliate signup settings saved";"Affiliate registreringsindstillinger gemt";S;merchant;T;N
"Banner format successfully saved";"Banner format gemt";S;merchant;T;N
"Cookies settings saved";"Cookies indstillinger gemt";S;merchant;T;N
"Symbol";"Symbol";B;;N;N
"Precision";"Præcision";B;;T;N
"Where to display";"Hvor skal den vises";B;;T;N
"Exchange rate";"Vekselkurs";S;;T;N
"NEW";"Ny";B;;T;N
"Currency";"Valuta";B;;T;N
"Fraud protections saved";"Beskyttelse mod snyd er gemt";S;merchant;T;N
"Logging saved";"Logging gemt";S;merchant;T;N
"Parameter names saved";"Parametre navne er gemt";S;merchant;T;N
"Tracking saved";"Sporing gemt";S;merchant;T;N
"URLs & Directories saved";"URLer & mapper gemt";S;merchant;T;N
"Affiliates successfully paid";"Affiliates succesfuldt betalt";S;merchant;T;N
"Email";"email";B;;T;N
"VAT";"moms";S;merchant;T;N
"To pay";"At betale";S;merchant;T;N
"Declined";"Afvist";B;;T;N
"Minimum payout";"Minimum udbetaling";S;merchant;T;N
"Payout data";"Udbetalingsdata";B;merchant;T;N
"N/A";"N/A";S;merchant;N;N
"New payout option";"Nyt udbetalingsvalg";S;merchant;T;N
"New payout option %s";"Nyt udbetalingsvalg %s";S;merchant;T;N
"Payout option";"Udbetalingsvalg";S;merchant;T;N
"Payout history";"Udbetalingsistorik";S;merchant;T;N
"Date paid";"Dato for udbetaling";S;merchant;T;N
"Payees";"betalere";S;merchant;T;N
"Total amount";"Total beløb";S;merchant;T;N
"Affiliate note";"Affiliate notat";B;merchant;T;N
"payee";"betaler";S;merchant;T;N
"Date";"Dato";B;;T;N
"Data 1";"Data 1";B;merchant;N;N
"Data 2";"Data 2";B;merchant;N;N
"Clicks raw";"Kliks rå";S;;T;N
"Clicks unique";"Kliks unikke";S;;T;N
"Raw clicks older than %s are deleted";"Rå kliks ældre end %s er slettet";S;merchant;T;N
"Failed to delete raw clicks";"Kunne ikke slette rå kliks";S;merchant;T;N
"Impressions raw";"Visninger rå";S;;T;N
"Impressions unique";"Visninger unikke";S;;T;N
"Sales count";"Salgsantal";S;;T;N
"Table name";"Tabel navn";S;merchant;T;N
"Records";"Rækker";S;merchant;T;N
"Total size";"Total størrelse";S;merchant;T;N
"Data size";"Data størrelse";S;merchant;T;N
"Index size";"Index størrelse";S;merchant;T;N
"Transaction";"Transaktion";B;;T;N
"Payout status";"Udbetalingsstatus";B;merchant;T;N
"Data 3";"Data 3";B;merchant;N;N
"Data 4";"Data 4";B;merchant;N;N
"Data 5";"Data 5";B;merchant;N;N
"Tracked by";"Sporet via";B;merchant;T;N
"Time";"Tid";B;;T;N
"Click data 1";"Klik data 1";B;merchant;T;N
"Click data 2";"Klik data 2";B;merchant;T;N
"unpaid";"Ubetalt";B;;T;N
"Username must be valid email address";"Brugernavn skal være en gyldig email adresse";S;;T;N
"You have to agree with terms & conditions";"Du skal acceptere vilkår & betingelser";B;;T;N
"is mandatory";"er obligatorisk";B;;T;N
"Payout settings saved";"Udbetalings indstillinger gemt";S;merchant;T;N
"Affiliate details";"Affiliate detaljer";B;merchant;T;N
"Date joined";"Dato tilmeldt";B;;T;N
"Date approved";"Dato godkendt";B;merchant;T;N
"Parent";"Forælder";S;merchant;T;N
"Firstname";"Fornavn";B;;T;N
"Lastname";"Efternavn";B;;T;N
"Parent ID";"Forælder ID";S;merchant;T;N
"Parent username";"Forælder brugernavn";S;merchant;T;N
"Parent first name";"Forælder fornavn";S;merchant;T;N
"Parent last name";"Forælder efternavn";S;merchant;T;N
"AffiliatesImportExportDescription";"Affiliates data – du kan bruge dataen til at indlæse nye affiliates i systemet";B;merchant;T;N
"Status successfully set to selected url(s)";"Status succesfuldt sat til valgte URL(er)";S;merchant;T;N
"Failed to set status selected url(s)";"Kunne ikke sætte status for valgte URL(er)";S;merchant;T;N
"Commission group";"kommissionsgruppe";B;;T;N
"Commision group";"Kommisionsgruppe";S;merchant;T;N
"Selected commission group(s) are changed";"Valgte kommissionsgruppe(r) er ændret";S;merchant;T;N
"Changes saved";"Ændringer gemt";S;;T;N
"Application Name";"Post Affiliate Pro";S;;N;N
"New password URL";"Ny password URL";S;;T;N
"Request valid until";"Forespørgsel gyldig indtil";S;;T;N
"Request new password";"Forespørg nyt Password";B;;T;N
"Wrong username/password";"Forkert brugernavn/password";S;;T;N
"Select account";"Vælg konto";B;;T;N
"Authentication failed";"Autentificering mislykkedes";S;;T;N
"User authenticated. Logging in.";"Bruger autentificeret. Logger ind.";S;;T;N
"You entered invalid security code";"Du har skrevet en ugyldig sikkerhedskode";S;;T;N
"You entered invalid username";"Du har skrevet et ugyldigt brugernavn";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"Du vil inden for få minutter modtage en mail med instruktioner omkring hvordan du reseter dit password.";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Dit password er ændret. Gå tilbage til login for at logge ind påny.";S;;T;N
"Logout error";"Log ud fejl";S;;T;N
"Logout successful";"Du er nu logget ud";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Ugyldig password. Du skal bede om et nyt password igen før du præver at sætte et nyt password.";S;;T;N
"User account not approved yet";"Brugerkonto er endnu ikke godkendt";S;;T;N
"File to export is not defined";"Filen der skal exporteres er ikke defineret";S;;T;N
"Unsupported";"Ikke supporteret";S;;T;N
"Import file is not defined";"Importfil er ikke defineret";S;;T;N
"Export data";"Export data";B;;N;N
"Data was successfully exported to file %s";"Data var succesfuldt exporteret til fil %s";S;;T;N
"File name";"Fil navn";B;;T;N
"Modules";"Moduler";S;;T;N
"Size";"størrelse";S;;T;N
"Could not create account. (%s)";"Kunne ikke oprette konto. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Mappe %s er ikke skrivebar. Venligst slet den eller ændre skriverettighederne.";S;;T;N
"Failed to delete %s filter(s)";"Kunne ikke slette %s filter(e)";S;;T;N
"%s filter(s) successfully deleted";"%s filter(e) successfuldt slettet";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Kunne ikke indlæse standard mail konto. Venligst tjek dine mail konto indstillinger.";S;;T;N
"View name must be unique";"Udseende (View) navn skal være unikt";S;;T;N
"Maximum length of %s in %s is %s";"Maksimum længde af %s i %s er %s";S;;T;N
"Relation constraint";"Relationsrestriktioner";S;;T;N
"must be unique";"skal være unik";S;;T;N
"Error changing theme";"Fejl ved ændring af tema";S;;T;N
"Theme changed";"Tema ændret";S;;T;N
"Failed to delete %s wallpaper(s)";"Kunne ikke slette %s wallpaper(s)";S;;T;N
"%s wallpaper(s) successfully deleted";"%s wallpaper(s) succesfuldt slettet";S;;T;N
"Failed to save wallpaper with error %s";"Kunne ikke gemme wallpaper med fejlbesked %s";S;;T;N
"Wallpaper saved.";"Wallpaper gemt.";S;;T;N
"Side bar saved";"Side bar gemt";S;;T;N
"Windows saved";"Vinduer gemt";S;;T;N
"Quick Launch saved";"Hurtig Lancering gemt";S;;T;N
"File does not exist";"Fil eksisterer ikke";S;;T;N
"File was successfully uploaded";"Fil var succesfuldt uploaded";S;;T;N
"Unsupported gadget";"Ikke supporteret gadget";S;;T;N
"Gadget";"Gadget";S;;N;N
"Gadget added";"Gadget tilføjet";S;;T;N
"Failed to close gadget";"Kunne ikke lukke gadget";S;;T;N
"Gadget successfully closed";"Gadget succesfuldt lukket";S;;T;N
"Docking";"Docking";S;;N;N
"Gadgets saved";"Gadgets gemt";S;;T;N
"Create Account";"Opret konto";B;;T;N
"Account is already created.";"Konto eksisterer allerede.";S;;T;N
"Create Database";"Opret Database";B;;T;N
"Could not create database. %s";"Kunne ikke oprette database. %s";S;;T;N
"doesnt exist's";"eksisterer ikke";S;;T;N
"Internal error";"Intern fejl";B;;T;N
"Error during database creation.";"Fejl ved oprettelse af database.";S;;T;N
"OK";"OK";B;;N;N
"Failed to read headers of CSF file %s";"Kunne ikke læse headers i CSF filen %s";S;;T;N
"Could not change permissions %s";"Kunne ikke ændre rettigheder %s";S;;T;N
"Could not open file";"Kunne ikke åbne filen";S;;T;N
"Could not read file";"Kunne ikke læse filen";S;;T;N
"Rewind unsupported in this file stream";"Tilbagespol usupporteret i denne fil strøm";S;;T;N
"File %s does not exist.";"Fil %s eksisterer ikke.";S;;T;N
"Failed to read file %s";"Kunne ikke læse fil %s";S;;T;N
"Could not create directory %s";"Kunne ikke oprette mappe %s";S;;T;N
"Could not open language file %s";"Kunne ikke åbne sprogfilen %s";S;;T;N
"Level";"Level";S;;N;N
"Message";"Besked";B;;T;N
"File";"Fil";S;;T;N
"Line";"Linie";B;;T;N
"Group ID";"Gruppe ID";S;;T;N
"Log event";"Log event";S;;N;N
"Event(s) are deleted";"Begivenhed(er) er slettet";S;;T;N
"No event(s) to delete";"Ingen begivenheder at slette";S;;T;N
"Debug event(s) are deleted";"Debug begivenhed(er) er slettet";S;;T;N
"No debug event(s) to delete";"Der er ingen debug begivenheder at slette";S;;T;N
"Mail Account Name";"Mail konto navn";S;;T;N
"From Name";"Fra Navn";B;;T;N
"From Email";"Fra Email";S;;T;N
"Use SMTP protocol";"Brug SMTP protokol";S;;T;N
"SMTP Server";"SMTP Server";B;;N;N
"SMTP Port";"SMTP Port";B;;N;N
"SMTP Authentication";"SMTP Autentikation";S;;T;N
"Use SSL connection";"Brug SSL connection";S;;T;N
"SMTP Username";"SMTP Brugernavn";S;;T;N
"Is default mail account";"Er standard mail konto";S;;T;N
"Yes";"Ja";B;;T;N
"No";"Ingen";B;;T;N
"Email account test mail";"Email konto test mail";B;;T;N
"Default Mail Account";"Standard Mail konto";S;;T;N
"Email settings saved";"Email indstillinger gemt";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Test mail planlagt, tjek udbakken om den er sendt.";S;;T;N
"Failed to restart %s row(s)";"Kunne ikke genstarte %s række(r)";S;;T;N
"%s row(s) successfully restarted";"%s række(r) succesfuldt genstartet";S;;T;N
"To recipients";"Til modtagere";S;;T;N
"Mail subject";"Mail emne";S;;T;N
"Scheduled at";"Planlagt til";S;;T;N
"Last retry";"Sidste genforsøg (retry)";S;;T;N
"Retry number";"Prøv nummer igen";S;;T;N
"Error message";"Fejlbesked";S;;T;N
"Account name";"Kontonavn";B;;T;N
"Server Date";"Server Dato";S;;T;N
"Server Time";"Server tid";S;;T;N
"Mail template not defined in database for class %s";"Mail skabelon er ikke defineret i databasen for klasse %s";S;;T;N
"Recipients empty";"Modtagere tom";S;;T;N
"Body of mail not specified";"Brødteksten i emailen er ikke specificeret";S;;T;N
"From address is empty";"Fra adressen er tom";S;;T;N
"Failed to init mail headers";"Kunne ikke initialisere mail headers";S;;T;N
"Email transfer method error";"""Email transfer method"" fejl";S;;T;N
"Application Title";"Post Affiliate Pro";S;;N;N
"Failed to save settings with error %s";"Kunne ikke gemme indstillinger, med følgende fejlbesked %s";S;;T;N
"Proxy server settings saved.";"Proxy server indstillinger gemt.";S;;T;N
"Failed to load proxy server settings.";"Kunne ikke indlæse proxy server indstillinger.";S;;T;N
"Pdf saved";"Pdf gemt";S;;T;N
"Path to save file '%s' not exist";"Sti til gemte fil '%s' eksisterer ikke";S;;T;N
"Path to save file %s is null";"Sti til gemte fil %s er null";S;;T;N
"Unable to create file %s%s.pdf";"Ikke i stand til at skabe filen %s%s.pdf";S;;T;N
"Pdf output: %s";"Pdf output: %s";S;;N;N
"Role";"Rolle";B;;T;N
"Logged in";"Logget ind";S;;T;N
"Last Request";"Sidste forespørgsel";S;;T;N
"entries";"poster";S;;T;N
"SettingsImportExportDescription";"Alle system indstillinger";B;;T;N
"Undefined table name";"Ikke defineret tabel navn";S;;T;N
"Undefined $option";"Ikke defineret $option";S;;T;N
"Table alias must by defined";"Tabel alias skal defineres";S;;T;N
"equals";"lig med";S;;T;N
"not equals";"ikke lig med";S;;T;N
"is like";"er som";S;;T;N
"is not like";"er ikke som";S;;T;N
"is greater";"er større";S;;T;N
"is lower";"er mindre";S;;T;N
"is greater or equal";"er større eller lig med";S;;T;N
"is lower or equal";"er mindre eller lig med";S;;T;N
"is";"er";S;;T;N
"is in";"er i";S;;T;N
"Template";"Skabelon";S;;T;N
"Unable to save template '%s'";"Ikke i stand til at gemme skabelon '%s'";S;;T;N
"Template '%s' saved";"Skabelon '%s' gemt";S;;T;N
"Filter does not exist";"Filter eksisterer ikke";S;;T;N
"Filter saved";"Filter gemt";S;;T;N
"Filter added";"Filter tilføjet";S;;T;N
"Field";"Felt";S;;T;N
"Code";"Kode";B;;T;N
"New field";"Nyt felt";S;;T;N
"Can not create field";"Kan ikke oprette felt";S;;T;N
"Failed to delete %s row(s)";"Kunne ikke slette %s række(r)";S;merchant;T;N
"%s row(s) successfully deleted";"%s række(r) succesfuldt slettet";S;merchant;T;N
"Active view changed";"Aktivt udseende ændret";S;;T;N
"Error while changing active view";"Fejl ved ændring af aktive udseende (view)";S;;T;N
"View does not exist";"Udseende (View) eksisterer ikke";S;;T;N
"Default view can not be modified";"Standard udseende kan ikke ændres";S;;T;N
"Error while saving view ";"Kunne ikke gemme udseende (view) ";S;;T;N
