source;translation;type;module;status;customer
"Reports";"דוחו""ת";B;;T;N
"Trends report";"דוחו""ת מגמה";B;;T;N
"Payouts history";"היסטוריית תשלומים";B;;T;N
"Payouts by affiliate";"תשלומים לפי משווקי משנה";B;merchant;T;N
"Payouts";"תשלומים  ";B;merchant;T;N
"Pay affiliates";"שלם למשווקי משנה";B;merchant;T;N
"Communication";"תכתובת";B;;T;N
"Send message";"שלח הודעה";S;merchant;T;N
"Configuration";"הגדרות";B;merchant;T;N
"Tracking settings";"הגדרות מעקב";B;merchant;T;N
"Affiliate panel";"לוח משווקי משנה";C;merchant;T;N
"Tools";"כלים";B;;T;N
"Integration";"אינטגרציה";B;merchant;T;N
"Import / Export";"ייבא / ייצא";B;merchant;T;N
"Event logs";"יומן אירועים";B;merchant;T;N
"Online users";"משתמשים מחוברים";B;;T;N
"Database status";"מצב מסד נתונים";B;;T;N
"User cannot be found";"משתמש לא נמצא";S;affiliate;T;N
"Email was successfully sent to merchant";"הודעת אימייל נשלחה למפרסם";S;affiliate;T;N
"Email notifications saved";"הודעות אימייל נשמרו";S;;T;N
"Banner";"באנר ";B;;T;N
"none active";"לא נמצאו פעילים";S;;T;N
"per click";"עבור קליק";B;;T;N
"per sale";"עבור מכירה";B;;T;N
"ID";"מזהה";B;;T;N
"Name";"שם";B;;T;N
"Description";"תיאור";B;;T;N
"Status";"מצב";B;;T;N
"Date created";"נוצר בתאריך";S;;T;N
"Actions";"פעולות";B;;T;N
"Channel";"ערוץ";B;;T;N
"Failed to save %s field(s). Data with value '";"לא ניתן לשמור שדה/ות %s. מידע עם ערך";S;affiliate;T;N
"Failed to save %s field(s)";"לא ניתן לשמור שדה/ות %s";S;;T;N
"%s field(s) successfully saved";"שדה/ות %s נשמרו בהצלחה";S;;T;N
"User";"משתמש";S;;T;N
"Channel name";"שם ערוץ";S;affiliate;T;N
"Pattern didn't matched the URL, check your pattern";"התבנית לא תאמה את ה URL, בדוק שוב את התבנית";S;affiliate;T;N
"Pattern matched the URL";"התבנית תאמה את ה URL";S;affiliate;T;N
"Login";"התחבר";B;;T;N
"First name";"שם פרטי";B;;T;N
"Last name";"שם משפחה";B;;T;N
"Referral ID";"מזהה מפנה";B;;T;N
"I agree with terms & conditions";"אני מסכים לתנאי השימוש";B;;T;N
"Cannot find invoice";"לא נמצאה חשבונית";S;;T;N
"Affiliate";"משווק משנה";B;;T;N
"Date of registration";"תאריך הרשמה";S;affiliate;T;N
"% in total sales";"%s סהכ מכירות";S;affiliate;T;N
"% of total sales";"%s מתוך סהכ מכירות";S;affiliate;T;N
"% of total commissions";"%s מתוך סהכ עמלות";S;affiliate;T;N
"Commission";"עמלות";B;;T;N
"Total cost";"עלות כוללת";B;;T;N
"Order ID";"מספר הזמנה";B;;T;N
"Product ID";"מספר מוצר";B;;T;N
"Created";"נוצר  ";B;;T;N
"Campaign Name";"שם קמפיין";B;;T;N
"Type";"סוג";B;;T;N
"Affiliate username";"שם משווק משנה";S;;T;N
"Paid";"שולם";B;;T;N
"Ip";"IP  ";S;;T;N
"Referer";"מפנה";B;;T;N
"Recurring commison id";"מזהה עמלה מתחדשת(הו""ק)";S;;T;N
"Payout history id";"מזהה היסטוריית תשלום";S;;T;N
"Click count";"מונה קליקים";S;;T;N
"First click time";"מועד הקליק הראשון";S;;T;N
"First click referer";"מפנה הקליק הראשון";S;;T;N
"First click ip";"IP קליק ראשון";S;;T;N
"First click data 1";"מידע קליק ראשון 1";S;;T;N
"First click data 2";"מידע קליק ראשון 2";S;;T;N
"Last click time";"מועד הקליק האחרון";S;;T;N
"Last click referer";"מפנה הקליק האחרון";S;;T;N
"Last click ip";"IP קליק אחרון";S;;T;N
"Last click data 1";"מידע קליק אחרון 1";S;;T;N
"Last click data 2";"מידע קליק אחרון 2";S;;T;N
"Extra data 1";"מידע נוסף 1";B;;T;N
"Extra data 2";"מידע נוסף 2";B;;T;N
"Extra data 3";"מידע נוסף 3";S;;T;N
"Extra data 4";"מידע נוסף 4";S;;T;N
"Extra data 5";"מידע נוסף 5";S;;T;N
"Merchant note";"הערת מפרסם";B;;T;N
"Banner name";"שם באנר";S;merchant;T;N
"Banner preview";"תצוגה מקדימה לבאנר";S;merchant;T;N
"Campaign";"קמפיין";B;;T;N
"Target URL";"URL יעד";B;;T;N
"Banner type";"סוג באנר";S;;T;N
"Html data is not defined";"HTML אינו מוגדר";S;;T;N
"File name is not defined";"שם קובץ אינו מוגדר";S;;T;N
"unknown";"לא ידוע";B;;T;N
"approved";"מאושר";B;;T;N
"pending";"ממתין";B;;T;N
"User Id";"מזהה משתמש";S;;T;N
"Payment date";"תאריך תשלום";S;;T;N
"Username";"שם משתמש";B;;T;N
"Amount";"סכום";B;;T;N
"Note to affiliate";"הערה למשווקי משנה";S;;T;N
"Original currency ID";"מזהה מטבע מקורי";S;;T;N
"Original currency rate";"שער מטבע מקורי";S;;T;N
"Original currency value";"ערך מטבע מקורי";S;;T;N
"System note";"הערת מערכת";B;;T;N
"Country code";"קוד מדינה";S;;T;N
"Affiliate first name";"שם פרטי של משווק המשנה";S;;T;N
"Affiliate last name";"שם משפחה של משווק המשנה";S;;T;N
"3rd party cookie";"קוקי של חברה צד 3";B;;T;N
"1st party cookie";"קוקי של חברה מדרגה ראשונה";B;;T;N
"Flash cookie";"קוקי פלאש";B;;T;N
"Forced parameter";"משתנה הכרחי";B;;T;N
"IP address";"כתובת IP";B;;T;N
"Default affiliate";"משווק משנה ברירת מחדל";B;;T;N
"Url";"URL";B;;T;N
"Note";"הערה  ";B;;T;N
"Status does not have allowed value";"אין ערך חוקי מוזן עבור מצב";S;;T;N
"Selected username already exists";"שם משתמש שנבחר נמצא כבר בשימוש";S;;T;N
"Failed to change status for %s user(s)";"לא ניתן לשנות מצב עבור %s משתמש/ים";S;;T;N
"Status successfully changed for %s user(s)";"מצב שונה בהצלחה עבור %s משתמש/ים";S;;T;N
"Password";"סיסמא";B;;T;N
"Title must be unique";"כותרת חייבת להיות ייחודית";S;affiliate;T;N
"Selected parent affiliate does not exist";"משווק משנה אב שנבחר אינו קיים";S;;T;N
"Failed loading file %s with error: %s";"לא ניתן לטעון את הקובץ %s עקב שגיאה : %s";S;;T;N
"Merchant - New User Signup";"מפרסם - הרשמה למשתמשים חדשים";B;merchant;T;N
"New user signed up";"משתמש חדש נרשם";B;merchant;T;N
"Email subject";"נושא האימייל";S;merchant;T;N
"Email text";"תוכן האימייל";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"מפרסם - משווק משנה הזין טופס צור קשר";B;merchant;T;N
"Affiliate filled Contact us form";"משווק משנה הזין טופס צור קשר";B;merchant;T;N
"Merchant - New Sale / Lead";"מפרסם - מכירה חדשה / ליד חדש";B;merchant;T;N
"New sale / lead";"מכירה / ליד חדש";B;;T;N
"Affiliate - New User Signup Approved";"משווק משנה - הרשמת משתמש חדש אושרה";B;;T;N
", welcome to our affiliate program";"ברוך הבא לתוכנית השותפים שלנו";B;;T;N
"Affiliate - New User Signup Before Approval";"משווק משנה - משתמש חדש נרשם אך טרם אושר";B;;T;N
"Paid amount";"סכום ששולם";S;;T;N
"Paid currency";"שולם במטבע";S;;T;N
"Payout method";"אופן תשלום";B;;T;N
"Affiliate - On payout";"משווק משנה - בתשלום";B;;T;N
"Your commissions";"העמלות שלך";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"משווק משנה - מכירה/ליד ממשוק משנה תחתיך";B;affiliate;T;N
"New subaffiliate sale / lead";"מכירה/ליד ממשוק משנה תחתיך";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"משווק משנה - משווק משנה נוסף נרשם תחתיך";B;affiliate;T;N
"New subaffiliate signed up";"משווק משנה נוסף נרשם תחתיך";B;affiliate;T;N
"VAT percentage";"אחוז מעמ";B;;T;N
"VAT number";"מספר מעמ";B;;T;N
"Registration number";"עוסק מושרה/חפ";B;;T;N
"VAT part";"חלק מעמ";B;;T;N
"Payment incl. VAT";"תשלום כולל מעמ";B;;T;N
"Payment excl. VAT";"תשלום לפני מעמ";B;;T;N
"Affiliate - On VAT payout";"משווק משנה - בתשלום מעמ";B;;T;N
"Transaction ID";"מזהה עסקה";B;;T;N
"TotalCost";"עלות כוללת";S;;T;N
"Campaign ID";"מזהה קמפיין";S;;T;N
"Referer URL";"url מפנה";S;;T;N
"First click - time";"קליק ראשון - מועד";S;;T;N
"First click - referer";"קליק ראשון - מפנה";S;;T;N
"First click - IP";"קליק ראשון - IP";S;;T;N
"First click - data1";"קליק ראשון - מידע 1";S;;T;N
"First click - data2";"קליק ראשון - מידע 2";S;;T;N
"Last click - time";"קליק אחרון - מועד";S;;T;N
"Last click - referer";"קליק אחרון - מפנה";S;;T;N
"Last click - IP";"קליק אחרון - IP";S;;T;N
"Last click - data1";"קליק אחרון - מידע 1";S;;T;N
"Last click - data2";"קליק אחרון - מידע 2";S;;T;N
"Transaction data1";"מידע עסקה 1";S;;T;N
"Transaction data2";"מידע עסקה 2";S;;T;N
"Transaction data3";"מידע עסקה 3";S;;T;N
"Transaction data4";"מידע עסקה 4";S;;T;N
"Transaction data5";"מידע עסקה 5";S;;T;N
"Note to merchant";"הערה למפרסם";S;;T;N
"Original currency";"מטבע מקורי";S;;T;N
"Banner does not exist";"באנר לא קיים";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"שגיאת שרת: סוג לא מוכר ניתן עבור  BannerForm._save()";S;merchant;T;N
"Banner was saved";"באנר נשמר";S;merchant;T;N
"Imps";"הופעות";S;merchant;T;N
"Clicks";"קליקים";B;;T;N
"CTR";"יחס CTR";S;;T;N
"Order";"הזמנה";B;merchant;T;N
"BannersImportExportDescription";"הגדרות באנרים, שים לב שיבוא/יצוא זה מתייחס להגדרות בלבד ולא לתמונות או קבצים";B;merchant;T;N
"Campaign does not exist";"קמפיין לא קיים";S;merchant;T;N
"Campaign capping saved";"מכסת קמפיין נשמרה";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"יש לקבוע מספר עסקאות של 'בתוקף עד'";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"חסרים תאריכי 'מ' ו 'עד' עבור ,תקף בטווח תאריכים'";S;merchant;T;N
"Commission successfully computed";"עמלה חושבה בהצלחה";S;merchant;T;N
"User is not valid!";"משתמש אינו תקף!";S;merchant;T;N
"Campaign is not valid!";"קמפיין אינו תקף!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"סוג עסקה אינו תקף או שאינו קיים בקמפיין זה!";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"לא ניתן לזהות קבוצת עמלה עבור משתמש זה בקמפיין זה!";S;merchant;T;N
"Error getting commission settings!";"שגיאה בעת קבלת נתוני עמלה!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"שגיאה, עבור אחוזי עמלה עליך להזין מחיר כולל!";S;merchant;T;N
"You cannot deactivate default campaign";"לא ניתן לכבות קמפיין ברירת מחדל";S;merchant;T;N
"You cannot delete default campaign";"לא ניתן למחוק קמפיין ברירת מחדל";S;merchant;T;N
"Default";"ברירת מחדל";B;;T;N
"per sale / lead";"עבור מכירה / ליד";B;;T;N
"CampaignsImportExportDescription";"הגדרות קמפיין והגדרות העמלות שלו";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: מזהה קמפיין חסר";S;merchant;T;N
"Campaign ID cannot be empty!";"מזהה קמפיין אינו יכול להיות ריק!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"CommissionTypeId (Id) לא יכול להיות ריק!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"CommissionGroupId לא יכול להיות ריק!";S;merchant;T;N
"Commission type does not exist";"סוג העמלה שלך אינה קיימת";S;merchant;T;N
"Commissions saved successfully";"עמלות נשמרו בהצלחה";S;merchant;T;N
"Field 'type' does not exist";"שדה 'סוג' אינו קיים";S;merchant;T;N
"Failed to change status";"שינוי מצב נכשל";S;merchant;T;N
"Status successfully changed";"שינוי מצב נשמר בהצלחה";S;merchant;T;N
"CommissionsImportExportDescription";"עמלות (עסקאות,הזמנות) נרשמו על ידי המערכת";B;merchant;T;N
"Affiliate screen";"מסך משווק משנה";S;merchant;T;N
"Affiliate panel menu saved";"תפריט משווקי משנה נשמר";S;merchant;T;N
"Error changing default theme";"שגיאה בשינוי ערכת נושא ברירת המחדל";S;merchant;T;N
"Default theme changed";"ערכת נושא ברירת המחדל שונתה";S;merchant;T;N
"Program name and logo saved";"שם התוכנית והלוגו נשמרו";S;merchant;T;N
"Affiliate signup settings saved";"הגדרות הרשמה למשווקי משנה נשמרו";S;merchant;T;N
"Banner format successfully saved";"פורמט הבאנר נשמר בהצלחה";S;merchant;T;N
"Cookies settings saved";"הגדרות קוקיס נשמרו";S;merchant;T;N
"Symbol";"סימן";B;;T;N
"Precision";"דיוק";B;;T;N
"Where to display";"היכן להציג";B;;T;N
"Exchange rate";"שער חליפין";S;;T;N
"NEW";"חדש";B;;T;N
"Currency";"מטבע  ";B;;T;N
"Fraud protections saved";"הגנות נגד הונאה נשמרו";S;merchant;T;N
"Logging saved";"התחברות נשמרה";S;merchant;T;N
"Parameter names saved";"שמות משתנים נשמרו";S;merchant;T;N
"Tracking saved";"מעקב נשמר";S;merchant;T;N
"URLs & Directories saved";"כתובות URL וספריות נשמרו";S;merchant;T;N
"Affiliates successfully paid";"משווקי משנה קיבלו תשלום בהצלחה";S;merchant;T;N
"Email";"אימייל";B;;T;N
"VAT";"מעמ";S;merchant;T;N
"To pay";"לתשלום";S;merchant;T;N
"Declined";"נדחה";B;;T;N
"Minimum payout";"תשלום מינימלי";S;merchant;T;N
"Payout data";"מידע לגבי תשלום";B;merchant;T;N
"N/A";"לא זמין";S;merchant;T;N
"New payout option";"אפשרות תשלום חדשה";S;merchant;T;N
"New payout option %s";"אפשרות תשלום חדשה %s";S;merchant;T;N
"Payout option";"אפשרות תשלום";S;merchant;T;N
"Payout history";"היסטוריית תשלום";S;merchant;T;N
"Date paid";"שולם בתאריך";S;merchant;T;N
"Payees";"מוטבים";S;merchant;T;N
"Total amount";"סכום כולל";S;merchant;T;N
"Affiliate note";"הערה למשווק משנה";B;merchant;T;N
"payee";"מוטבים";S;merchant;T;N
"Date";"תאריך";B;;T;N
"Data 1";"מידע 1";B;merchant;T;N
"Data 2";"מידע 2";B;merchant;T;N
"Clicks raw";"קליקים כללי";S;;T;N
"Clicks unique";"קליקים יחודיים";S;;T;N
"Raw clicks older than %s are deleted";"קליקים גולמיים ישנים יותר מ %s נמחקו";S;merchant;T;N
"Failed to delete raw clicks";"מחיקת קליקים גולמיים נכשלה";S;merchant;T;N
"Impressions raw";"הופעות כללי";S;;T;N
"Impressions unique";"הופעות יחודיות";S;;T;N
"Sales count";"מונה מכירות";S;;T;N
"Table name";"שם טבלה";S;merchant;T;N
"Records";"רשומות";S;merchant;T;N
"Total size";"גודל כולל";S;merchant;T;N
"Data size";"גודל המידע";S;merchant;T;N
"Index size";"גודל האינדקס";S;merchant;T;N
"Transaction";"עסקה";B;;T;N
"Payout status";"מצב תשלום";B;merchant;T;N
"Data 3";"מידע 3";B;merchant;T;N
"Data 4";"מידע 4";B;merchant;T;N
"Data 5";"מידע 5";B;merchant;T;N
"Tracked by";"נעקב על-ידי";B;merchant;T;N
"Time";"זמן";B;;T;N
"Click data 1";"מידע קליק 1";B;merchant;T;N
"Click data 2";"מידע קליק 2";B;merchant;T;N
"unpaid";"לא שולם";B;;T;N
"Username must be valid email address";"שם משתמש חייב להיות אימייל תקף";S;;T;N
"You have to agree with terms & conditions";"עליך להסכים לתנאי השימוש";B;;T;N
"is mandatory";"הכרחי";B;;T;N
"Payout settings saved";"הגדרות תשלום נשמרו";S;merchant;T;N
"Affiliate details";"פרטי משווק משנה";B;merchant;T;N
"Date joined";"הצטרף בתאריך";B;;T;N
"Date approved";"אושר בתאריך";B;merchant;T;N
"Parent";"אב";S;merchant;T;N
"Firstname";"שם פרטי  ";B;;T;N
"Lastname";"שם משפחה   ";B;;T;N
"Parent ID";"מזהה אב";S;merchant;T;N
"Parent username";"שם משתמש אב";S;merchant;T;N
"Parent first name";"שם פרטי אב";S;merchant;T;N
"Parent last name";"שם משפחה אב";S;merchant;T;N
"AffiliatesImportExportDescription";"מידע על משווקי משנה - אתה יכול להתמש בזה לטעינה של משווקי משנה חדשים למערכת";B;merchant;T;N
"Status successfully set to selected url(s)";"המצב נשמר בהצלחה עבור כתובות URL שנבחרו";S;merchant;T;N
"Failed to set status selected url(s)";"שמירת המצב נכשלה עבור כתובות URL שנבחרו";S;merchant;T;N
"Commission group";"קבוצת עמלה";B;;T;N
"Commision group";"קבוצת עמלה";S;merchant;T;N
"Selected commission group(s) are changed";"קבוצות עמלה שנבחרו שונו";S;merchant;T;N
"Changes saved";"שינויים נשמרו";S;;T;N
"Application Name";"Post Affiliate Pro";S;;T;N
"New password URL";"URL לסיסמא חדשה";S;;T;N
"Request valid until";"בקשה בתוקף עד";S;;T;N
"Request new password";"איפוס סיסמא";B;;T;N
"Wrong username/password";"שם משתמש / סיסמא שגויים";S;;T;N
"Select account";"בחר חשבון";B;;T;N
"Authentication failed";"אימות נכשל";S;;T;N
"User authenticated. Logging in.";"אימות עבר בהצלחה. מתחבר.";S;;T;N
"You entered invalid security code";"הזנת קוד אימות שגוי";S;;T;N
"You entered invalid username";"הזנת שם משתמש שגוי";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"בתוך דקות תקבל אימייל המכיל הוראות לאיפוס סיסמתך";S;;T;N
"Your password was changed. Go back to login dialog and login.";"סיסמתך שונתה, גש חזרה למסך ההתחברות והתחבר";S;;T;N
"Logout error";"שגיאה בהתנתקות";S;;T;N
"Logout successful";"התנתקת בהצלחה";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"שגיאה בבקשת סיסמא. עליך לבקש סיסמא חדשה לפני שאתה מנסה לשנות את הסיסמא.";S;;T;N
"User account not approved yet";"חשבון משתמש טרם אושר";S;;T;N
"File to export is not defined";"לא מוגדר קובץ לייצוא";S;;T;N
"Unsupported";"לא נתמך";S;;T;N
"Import file is not defined";"לא מוגדר קובץ לייבוא";S;;T;N
"Export data";"ייצא מידע";B;;T;N
"Data was successfully exported to file %s";"המידע יוצא בהצלחה לקובץ %s";S;;T;N
"File name";"שם קובץ";B;;T;N
"Modules";"מודולים";S;;T;N
"Size";"גודל";S;;T;N
"Could not create account. (%s)";"לא ניתן לצור חשבון חדש (%s).";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"ספריה %s לא ניתנת לכתיבה על ידי השרת, נא לשנות הרשאות כתיבה.";S;;T;N
"Failed to delete %s filter(s)";"לא ניתן למחוק את המסננים %s";S;;T;N
"%s filter(s) successfully deleted";"מסננים %s נמחקו בהצלחה";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"טעינת הגדרות ברירת מחדל לדואר נכשלה, נא בדוק את הגדרות הדואר שלך.";S;;T;N
"View name must be unique";"שם תצוגה חייב להיות ייחודי";S;;T;N
"Maximum length of %s in %s is %s";"האורך המקסימלי של %s ב %s הוא %s";S;;T;N
"Relation constraint";"אילוץ יחסי";S;;T;N
"must be unique";"חייב להיות ייחודי";S;;T;N
"Error changing theme";"שגיאה בשינוי ערכת נושא   ";S;;T;N
"Theme changed";"ערכת נושא שונתה";S;;T;N
"Failed to delete %s wallpaper(s)";"מחיקת רקע/ים %s נכשלה";S;;T;N
"%s wallpaper(s) successfully deleted";"%s רקע/ים נמחקו בהצלחה";S;;T;N
"Failed to save wallpaper with error %s";"שמירת רקע נכשלה עם הודעה שגיאה %s";S;;T;N
"Wallpaper saved.";"רקע נשמר";S;;T;N
"Side bar saved";"סרגל צד נשמר";S;;T;N
"Windows saved";"חלון  נשמר";S;;T;N
"Quick Launch saved";"סרגל קיצורים נשמר";S;;T;N
"File does not exist";"קובץ לא קיים";S;;T;N
"File was successfully uploaded";"קובץ הועלה בהצלחה";S;;T;N
"Unsupported gadget";"גאדגט לא נתמך";S;;T;N
"Gadget";"גאגדט";S;;T;N
"Gadget added";"גאדגט נוסף";S;;T;N
"Failed to close gadget";"סגירת גאדגט נכשלה";S;;T;N
"Gadget successfully closed";"גאדגט נסגר בהצלחה";S;;T;N
"Docking";"נעיצה";S;;T;N
"Gadgets saved";"גאגדגטים נשמרו";S;;T;N
"Create Account";"צור חשבון";B;;T;N
"Account is already created.";"חשבון קיים";S;;T;N
"Create Database";"צור מסד נתונים";B;;T;N
"Could not create database. %s";"לא ניתן לצור מסד נתונים %s";S;;T;N
"doesnt exist's";"לא קיים";S;;T;N
"Internal error";"שגיאה פנימית";B;;T;N
"Error during database creation.";"שגיאה בזמן יצירת מסד נתונים";S;;T;N
"OK";"OK";B;;T;N
"Failed to read headers of CSF file %s";"קריאת כותרות נכשלה עבור קובץ CSF %s";S;;T;N
"Could not change permissions %s";"לא ניתן לשנות הרשאות %s";S;;T;N
"Could not open file";"לא ניתן לפתוח קובץ";S;;T;N
"Could not read file";"לא ניתן לקרוא קובץ";S;;T;N
"Rewind unsupported in this file stream";"הרץ לאחור את מה שלא נתמך בקובץ זה";S;;T;N
"File %s does not exist.";"קובץ %s לא קיים";S;;T;N
"Failed to read file %s";"לא ניתן לקרוא את הקובץ %s";S;;T;N
"Could not create directory %s";"לא ניתן לצור סיפריה %s";S;;T;N
"Could not open language file %s";"לא ניתן לפתוח את קובץ השפה %s";S;;T;N
"Level";"שלב";S;;T;N
"Message";"הודעה";B;;T;N
"File";"קובץ";S;;T;N
"Line";"קו";B;;T;N
"Group ID";"מזהה קבוצה";S;;T;N
"Log event";"יומן אירועים";S;;T;N
"Event(s) are deleted";"אירוע/ים נמחקו";S;;T;N
"No event(s) to delete";"אין אירוע/ים למחוק";S;;T;N
"Debug event(s) are deleted";"אירועי דיבאג נמחקו";S;;T;N
"No debug event(s) to delete";"אין אירועי דיבאג למחוק";S;;T;N
"Mail Account Name";"שם חשבון דואר";S;;T;N
"From Name";"מאת (שם)";B;;T;N
"From Email";"מאת (אימייל)";S;;T;N
"Use SMTP protocol";"השתמש בפרוטוקול SMTP";S;;T;N
"SMTP Server";"שרת SMTP";B;;T;N
"SMTP Port";"פורט SMTP";B;;T;N
"SMTP Authentication";"אימות SMTP";S;;T;N
"Use SSL connection";"השתמש בחיבור SSL";S;;T;N
"SMTP Username";"שם משתמש SMTP";S;;T;N
"Is default mail account";"האם חשבון דואר ברירת מחדל";S;;T;N
"Yes";"כן";B;;T;N
"No";"לא";B;;T;N
"Email account test mail";"מייל לבדיקת חשבון אימייל";B;;T;N
"Default Mail Account";"חשבון אימייל ברירת מחדל";S;;T;N
"Email settings saved";"הגדרות אימייל נשמרו";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"אימייל בדיקה תוזמן, בדוק תיבת דואר יוצא כדי לראות האם כבר נשלח.";S;;T;N
"Failed to restart %s row(s)";"אתחול מחדש נכשל עובר %s שורות";S;;T;N
"%s row(s) successfully restarted";"%s שורות אותחלו בהצלחה";S;;T;N
"To recipients";"נמענים";S;;T;N
"Mail subject";"נושא הדואר";S;;T;N
"Scheduled at";"נקבע ל";S;;T;N
"Last retry";"נסיון אחרון";S;;T;N
"Retry number";"נסיון מספר";S;;T;N
"Error message";"הודעת שגיאה";S;;T;N
"Account name";"שם החשבון";B;;T;N
"Server Date";"תאריך בשרת";S;;T;N
"Server Time";"זמן בשרת";S;;T;N
"Mail template not defined in database for class %s";"לא הוגדרה תבנית אימייל עבור מחלקה %s";S;;T;N
"Recipients empty";"רשימת נמענים ריקה";S;;T;N
"Body of mail not specified";"גוף האימייל לא הוגדר";S;;T;N
"From address is empty";"כתובת מאת ריקה";S;;T;N
"Failed to init mail headers";"לא ניתן לאתחל כותרות אימייל";S;;T;N
"Email transfer method error";"שגיאה באמצעי שליחת אימייל";S;;T;N
"Application Title";"Post Affiliate Pro";S;;T;N
"Failed to save settings with error %s";"לא ניתן לשמור את ההגדרות - שגיאה %s";S;;T;N
