source;translation;type;module;status;customer
"Affiliate note";"Note affilié ##";B;merchant;T;N
"Date paid";"Date de paiement";S;merchant;T;N
"Payout option";"Option du paiement";S;merchant;T;N
"Payout history";"Historique de paiement";S;merchant;T;N
"New payout option %s";"Nouvelle option de paiement %s";S;merchant;T;N
"New payout option";"Nouvelle option de paiement";S;merchant;T;N
"N/A";"N/A ";S;merchant;T;N
"Payout data";"Données sur le paiement";B;merchant;T;N
"Minimum payout";"Paiement minimum";S;merchant;T;N
"Declined";"Refusé";B;;T;N
"To pay";"Pour payer";S;merchant;T;N
"VAT";"TVA";S;merchant;T;N
"Email";"Email ";B;;T;N
"Affiliates successfully paid";"Les affiliés ont été payés avec succès ";S;merchant;T;N
"URLs & Directories saved";"URLs et Répertoires sauvegardés";S;merchant;T;N
"Tracking saved";"Tracking sauvegardé";S;merchant;T;N
"Parameter names saved";"Les noms des paramètres ont été sauvegardés";S;merchant;T;N
"Logging saved";"Rapport sauvegardé";S;merchant;T;N
"Fraud protections saved";"Protection anti-fraude sauvegardé";S;merchant;T;N
"Currency";"Devise";B;;T;N
"NEW";"NOUVEAU";B;;T;N
"Exchange rate";"Taux de change";S;;T;N
"Where to display";"Où afficher";B;;T;N
"Precision";"Précision";B;;T;N
"Symbol";"Symbole";B;;T;N
"Cookies settings saved";"La configuration des cookies ont été sauvegardées";S;merchant;T;N
"Banner format successfully saved";"Le format de bannière a été sauvegardé avec succès";S;merchant;T;N
"Affiliate signup settings saved";"Les paramètres d'inscriptions d'affiliés ont été enregistré ##";S;merchant;T;N
"Program name and logo saved";"Le nom du programme et le logo ont été sauvegardés avec succès";S;merchant;T;N
"Default theme changed";"Le thème par défaut a changé";S;merchant;T;N
"Error changing default theme";"Erreur lors du changement de thème par défaut";S;merchant;T;N
"Affiliate panel menu saved";"Menu de l'affilié sauvegardé ##";S;merchant;T;N
"Affiliate screen";"Section affilié";S;merchant;T;N
"CommissionsImportExportDescription";"Commissions Import Export Description";B;merchant;T;N
"Status successfully changed";"Statut(s) modifié(s) avec succès";S;merchant;T;N
"Failed to change status";"Le changement de statut a échoué";S;merchant;T;N
"Commissions saved successfully";"Les commissions ont été sauvegardées avec succès";S;merchant;T;N
"Field 'type' does not exist";"Le champ 'type 'n'existe pas";S;merchant;T;N
"Commission type does not exist";"Le type de la Commission n'existe pas";S;merchant;T;N
"CommissionGroupId cannot be empty!";"L'Id du groupe de commission ne peut pas être vide !";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"L'Id du type de commission ne peut pas être vide !";S;merchant;T;N
"Campaign ID cannot be empty!";"L'ID de la campagne ne peut pas être vide !";S;merchant;T;N
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: le campaignId est vide";S;merchant;T;N
"per sale / lead";"Par vente / lead";B;;T;N
"CampaignsImportExportDescription";"Campagnes Import Export Description";B;merchant;T;N
"Default";"Défaut";B;;T;N
"You cannot delete default campaign";"Vous ne pouvez supprimer la campagne par défaut";S;merchant;T;N
"You cannot deactivate default campaign";"Vous ne pouvez pas déactiver la campagne par défaut";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Erreur, pour les commissions au pourcentage vous devez définir le montant total !";S;merchant;T;N
"Error getting commission settings!";"Erreur pendant la récupération des configurations de commission !";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Ne peut pas identifier le groupe de commission pour cet utilisateur dans la campagne !";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Le type de transaction n'est pas valide ou n'existe pas pour cette campagne !";S;merchant;T;N
"Campaign is not valid!";"La campagne est invalide !";S;merchant;T;N
"User is not valid!";"L'utilisateur n'est pas valide !";S;merchant;T;N
"Commission successfully computed";"Commissions calculées avec succès";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"Il manque De et 'Active in date range' ##2010 pour la validite de la campagne";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"Le nombre de transactions 'active jusqu'à' la fin de validité de la campagne doit être renseigné";S;merchant;T;N
"Campaign capping saved";"Plafond de la campagne sauvegardé ##";S;merchant;T;N
"BannersImportExportDescription";"Bannières Import Export Description";B;merchant;T;N
"Campaign does not exist";"La campagne n'existe pas";S;merchant;T;N
"Imps";"Imps";S;merchant;T;N
"Clicks";"Cliques";B;;T;N
"CTR";"CTR ";S;;T;N
"Order";"Ordre";B;merchant;T;N
"Banner does not exist";"La bannière n'existe pas";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Erreur: Type inconnu pour BannerForm._save()";S;merchant;T;N
"Banner was saved";"La bannière a été sauvée";S;merchant;T;N
"Note to merchant";"Note à l'administrateur";S;;T;N
"Original currency";"Devise originale";S;;T;N
"Transaction data3";"Transaction donnée3";S;;T;N
"Transaction data4";"Transaction donnée4";S;;T;N
"Transaction data5";"Transaction donnée5";S;;T;N
"Last click - data2";"Dernier clic - donnée2";S;;T;N
"Transaction data1";"Transaction donnée1";S;;T;N
"Transaction data2";"Transaction donnée2";S;;T;N
"Last click - referer";"Dernier clic - referer";S;;T;N
"Last click - IP";"Dernier clic - IP";S;;T;N
"Last click - data1";"Dernier clic - donnée1";S;;T;N
"First click - data2";"Premier clic - donnée2";S;;T;N
"Last click - time";"Dernier clic - temps";S;;T;N
"First click - data1";"Premier clic - donnée1";S;;T;N
"First click - IP";"Premier clic - IP";S;;T;N
"First click - time";"Premier clic - temps";S;;T;N
"First click - referer";"Premier clic - referer";S;;T;N
"Referer URL";"URL de Referer";S;;T;N
"TotalCost";"Montant Total";S;;T;N
"Campaign ID";"ID Campagne";S;;T;N
"Payment excl. VAT";"Paiement sans TVA";B;;T;N
"Affiliate - On VAT payout";"Affilié - TVA à payer";B;;T;N
"Transaction ID";"ID de transaction";B;;T;N
"Registration number";"Numéro d'enregistrement";B;;T;N
"VAT part";"TVA";B;;T;N
"Payment incl. VAT";"Paiement avec TVA";B;;T;N
"VAT percentage";"Pourcentage de TVA";B;;T;N
"VAT number";"Numéro de TVA";B;;T;N
"New subaffiliate signed up";"Un nouveau filleul vient de s'inscrire";B;affiliate;T;N
"New subaffiliate sale / lead";"Nouvelle vente / lead d'un filleul";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Affilié - Nouvelle(s) inscription(s) de filleuls";B;affiliate;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Affilié - Nouvelle(s) vente(s) de filleuls / Leads";B;affiliate;T;N
"Affiliate - On payout";"Affilié - A payer";B;;T;N
"Your commissions";"Vos commissions";B;;T;N
"Paid amount";"Montant payé";S;;T;N
"Paid currency";"Devise";S;;T;N
"Payout method";"Méthode";B;;T;N
", welcome to our affiliate program";", bienvenue dans notre programme d'affiliation";B;;T;N
"Affiliate - New User Signup Before Approval";"Affilié - Nouvelle(s) inscription(s) avant approbation";B;;T;N
"Affiliate - New User Signup Approved";"Affilié - Nouvelle(s) inscription(s) approuvé";B;;T;N
"New sale / lead";"Nouvelle vente / lead";B;;T;N
"Merchant - New Sale / Lead";"Affilieur - Nouvelle Vente / Lead";B;merchant;T;N
"Affiliate filled Contact us form";"Formulaire contactez nous affilié##ICI##";B;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Affilieur - Formulaire de contact";B;merchant;T;N
"New user signed up";"Un nouvelle affilié vient de s'inscrire";B;merchant;T;N
"Email subject";"Sujet";S;merchant;T;N
"Email text";"Mail texte";S;merchant;T;N
"Failed loading file %s with error: %s";"Le chargement du fichier %s a échoué avec l'erreur : %s";S;;T;N
"Merchant - New User Signup";"Annonceur - Nouvelle inscription";B;merchant;T;N
"Password";"Mot de passe";B;;T;N
"Title must be unique";"Le titre doit être unique";S;affiliate;T;N
"Selected parent affiliate does not exist";"Le parrain de l'affilié sélectionné n'existe pas";S;;T;N
"Status successfully changed for %s user(s)";"Statut(s) de %s utilisateur(s) modifié(s) avec succès";S;;T;N
"Failed to change status for %s user(s)";"Le changement de statut de %s utilisateur(s) a échoué";S;;T;N
"Selected username already exists";"Cet identifiant existe déjà";S;;T;N
"Status does not have allowed value";"Le statut n'a pas de valeur autorisée";S;;T;N
"Default affiliate";"Affilié par défaut";B;;T;N
"Url";"URL ";B;;T;N
"Note";"Note";B;;T;N
"3rd party cookie";"3éme partie du cookie";B;;T;N
"1st party cookie";"1er partie du cookie";B;;T;N
"Flash cookie";"Cookie flash";B;;T;N
"Forced parameter";"Paramètre obligatoire";B;;T;N
"IP address";"Adresse IP";B;;T;N
"Affiliate first name";"Prénom de l'affilié";S;;T;N
"Affiliate last name";"Nom de l'affilié";S;;T;N
"System note";"Note du système";B;;T;N
"Country code";"Code du pays";S;;T;N
"Original currency rate";"Taux de change de devise ##1470";S;;T;N
"Original currency value";"Valeur de la devise";S;;T;N
"Amount";"Montant";B;;T;N
"Note to affiliate";"Note à l'affilié";S;;T;N
"Original currency ID";"ID originale de devise";S;;T;N
"User Id";"ID Utilisateur";S;;T;N
"Payment date";"Date du paiement";S;;T;N
"Username";"Nom d'utilisateur";B;;T;N
"approved";"Approuvé";B;;T;N
"pending";"En attente";B;;T;N
"unknown";"Inconnu";B;;T;N
"File name is not defined";"Le nom du fichier n'est pas défini";S;;T;N
"Banner type";"Type de la bannière";S;;T;N
"Html data is not defined";"Le code HTML n'est pas définie";S;;T;N
"Campaign";"Campagne";B;;T;N
"Target URL";"URL cible";B;;T;N
"Banner preview";"Visualisation de la bannière";S;merchant;T;N
"Banner name";"Nom de la bannière";S;merchant;T;N
"Merchant note";"Note de l'annonceur";B;;T;N
"Extra data 4";"Données supplémentaires 4";S;;T;N
"Extra data 5";"Données supplémentaires 5";S;;T;N
"Last click ip";"IP du dernier clic";S;;T;N
"Last click data 1";"Dernier clic données 1";S;;T;N
"Last click data 2";"Dernier clic données 2";S;;T;N
"Extra data 1";"Données supplémentaires 1";B;;T;N
"Extra data 2";"Données supplémentaires 2";B;;T;N
"Extra data 3";"Données supplémentaires 3";S;;T;N
"Last click referer";"Reférant du dernier clic";S;;T;N
"Last click time";"Heure du Dernier clic";S;;T;N
"First click data 1";"Premier clic données 1";S;;T;N
"First click data 2";"Premier clic données 2";S;;T;N
"First click ip";"IP du premier clic";S;;T;N
"First click referer";"Référant du premier clic";S;;T;N
"Recurring commison id";"ID de la commission récurrente";S;;T;N
"Payout history id";"ID de l'historique de paiement";S;;T;N
"Click count";"Nombre de clics";S;;T;N
"First click time";"Heure du premier clic";S;;T;N
"Referer";"Reférant ";B;;T;N
"Ip";"IP ";S;;T;N
"Paid";"payé";B;;T;N
"Campaign Name";"Nom de la campagne";B;;T;N
"Type";"Type ";B;;T;N
"Affiliate username";"Nom de l'affilié";S;;T;N
"Date of registration";"Date d'enregistrement";S;affiliate;T;N
"% in total sales";"% dans le total des ventes";S;affiliate;T;N
"% of total sales";"% total des ventes";S;affiliate;T;N
"% of total commissions";"% total des commissions";S;affiliate;T;N
"Commission";"Commission";B;;T;N
"Total cost";"Coût total";B;;T;N
"Order ID";"ID de commande";B;;T;N
"Product ID";"ID du produit";B;;T;N
"Created";"Créé";B;;T;N
"Cannot find invoice";"Facture non trouvée";S;;T;N
"Affiliate";"Affilié";B;;T;N
"Referral ID";"ID d'identification";B;;T;N
"I agree with terms & conditions";"J'accepte les conditions générales d'utilisation";B;;T;N
"Login";"Identifiant";B;;T;N
"First name";"Prénom";B;;T;N
"Last name";"Nom";B;;T;N
"Channel name";"Mot clé <cliquez ici pour personnaliser le nom>";S;affiliate;T;N
"Pattern didn't matched the URL, check your pattern";"Le modèle n'est pas conforme à l'URL, vérifiez votre modèle";S;affiliate;T;N
"Pattern matched the URL";"Le modèle est conforme à l'URL";S;affiliate;T;N
"User";"Utilisateur";S;;T;N
"Failed to save %s field(s)";"La sauvegarde de %s champ(s) a échouée";S;;T;N
"%s field(s) successfully saved";"%s champ(s) sauvegardé(s) avec succès";S;;T;N
"Failed to save %s field(s). Data with value '";"La sauvegarde de %s champ(s) a échouée. Données avec la valeur '";S;affiliate;T;N
"Channel";"Mots clés";B;;T;N
"Date created";"La date a été créé";S;;T;N
"Actions";"Actions ";B;;T;N
"ID";"ID";B;;T;N
"Name";"Nom";B;;T;N
"Description";"Description ";B;;T;N
"Status";"Statut";B;;T;N
"per click";"par clic ";B;;T;N
"per sale";"par vente ";B;;T;N
"Email notifications saved";"Notifications des emails sauvegardées";S;;T;N
"Banner";"Bannière";B;;T;N
"none active";"Inactif";S;;T;N
"Database status";"Statut de base de données";B;;T;N
"User cannot be found";"L'utilisateur n'a pas été trouvé";S;affiliate;T;N
"Email was successfully sent to merchant";"Le mail a été envoyé avec succès";S;affiliate;T;N
"Event logs";"Rapports d'évènements";B;merchant;T;N
"Online users";"Utilisateurs en ligne";B;;T;N
"Import / Export";"Importer / Exporter";B;merchant;T;N
"Affiliate panel";"Configuration de la partie affilié";C;merchant;T;N
"Tools";"Outils";B;;T;N
"Integration";"Intégration";B;merchant;T;N
"Tracking settings";"Configuration URL/Tracking";B;merchant;T;N
"Configuration";"Configuration ";B;merchant;T;N
"Communication";"Communication ";B;;T;N
"Send message";"Envoyer le message";S;merchant;T;N
"Payouts";"Paiements";B;merchant;T;N
"Pay affiliates";"Gestion des paies";B;merchant;T;N
"Payouts by affiliate";"Paiement par affiliés";B;merchant;T;N
"Trends report";"Rapports d'évolution";B;;T;N
"Payouts history";"Historique des paiements";B;;T;N
"Reports";"Rapports";B;;T;N
"Transactions";"Transactions ";S;merchant;T;N
"Raw clicks list";"Liste des clics uniques";B;merchant;T;N
"Commissions";"Commissions";B;;T;N
"DirectLinks Urls";"DirectLinks Urls ";S;merchant;T;N
"Affiliates Manager";"Gestion des affiliés";S;merchant;T;N
"Affiliates";"Affiliés";B;merchant;T;N
"Banners Manager";"Gestion des bannières";B;merchant;T;N
"Banners";"Bannières";B;merchant;T;N
"Campaigns Manager";"Gestion des campagnes";S;merchant;T;N
"Campaigns";"Campagnes";B;;T;N
"Overview";"Vue d'ensemble";B;;T;N
"You have to specify status of campaign (rstatus field)";"Vous devez indiquer le statut de la campagne (champ rstatut)";S;merchant;T;N
"Error, you cannot deactivate Default campaign";"Erreur, vous ne pouvez pas désactiver la campagne par défaut";S;merchant;T;N
"Welcome";"Bienvenue";S;;T;N
"Please check system requirements and try again";"Veuillez vérifier les paramètres du système et essayer encore";S;;T;N
"Please install MySQL version %s or higher. Your current version is %s. More info http://myqsl.net/";"Veuillez installer la version %s de MySQL ou plus haut. Votre version en cours est %s. Plus d'information http://myqsl.net/";S;;T;N
"MySQL version is less then %s";"La version de MySQL est moins puis %s";S;;T;N
"Please enable MySQL extension. More info http://php.net/mysql";"Merci d'activer l'extension MySQL. Plus d'information http://php.net/mysql";S;;T;N
"MySQL version is %s or higher";"version de MySQL est %s ou plus récente";S;;T;N
"MySQL extension is installed";"L'extension MySQL est installée";S;;T;N
"MySQL extension is not installed";"L'extension MySQL n'est pas installée";S;;T;N
"Alternatively you can set include_path directly in your php.ini. include_path=%s";"Vous pouvez configurer l'include_path directement dans votre php.ini. include_path=%s";S;;T;N
"On any system you can set write permissions using your favourite FTP client.";"Vous pouvez configurer les permissions d'écriture via votre client FTP.";S;;T;N
"PHP include path";"PHP include path";S;;T;N
"Could not set PHP include path";"Impossible de configurer le PHP include path";S;;T;N
"Please configure your PHP so that script is able to change include_path.";"Veuillez configurer votre PHP de sorte que le script puisse changer l'include_path.";S;;T;N
"On unix-like systems you can type ""chmod -R 777 %s"".";"Sur unix vous pouvez taper cette commande: ""chmod - R 777 %s"".";S;;T;N
"Please make directory %s and all subdirectories writable by webserver.";"Veuillez rendre le répertoire %s et tous les sous-répertoires éditables par le webserver.";S;;T;N
"Configuration directory has to be writable";"Le répertoire de configuration doit être éditable";S;;T;N
"Configuration directory is writable";"Le répertoire de configuration est éditable";S;;T;N
"Off";"Arret";B;;T;N
"Session Auto Start";"Démarrage automatique de session";S;;T;N
"Register Globals";"Registre Globals";S;;T;N
"File Uploads";"Téléchargement de fichiers";S;;T;N
"Display Errors";"Afficher les erreurs";S;;T;N
"Safe Mode";"Safe mode ";S;;T;N
"Installation Completed";"Installation terminée";B;;T;N
"License";"Licence ";S;;T;N
"You have to agree license.";"Vous devez accepter la licence";B;;T;N
"Error during copy of sample banner image %s.";"Erreur pendant la copie de la bannière d'exemple %s.";S;;T;N
"Clicks unique";"Clics unique";S;;T;N
"On";"Marche";B;;T;N
"Could not create directory %s";"Impossible de créer le répertoire %s";S;;T;N
"Could not open language file %s";"Impossible d'ouvrir le dossier de langue %s";S;;T;N
"Level";"Niveau";S;;T;N
"Message";"Message ";B;;T;N
"File";"Dossier";S;;T;N
"Line";"Ligne";B;;T;N
"Group ID";"Groupe ID";S;;T;N
"Log event";"Rapport d'évènements";S;;T;N
"Event(s) are deleted";"les évènements ont été supprimés";S;;T;N
"No event(s) to delete";"Aucun évènements à supprimer";S;;T;N
"Debug event(s) are deleted";"Les évènement de débuggage sont supprimés";S;;T;N
"No debug event(s) to delete";"Aucun évènement de debug à supprimer";S;;T;N
"Mail Account Name";"Nom du compte mail";S;;T;N
"From Name";"Expéditeur";B;;T;N
"From Email";"De";S;;T;N
"Use SMTP protocol";"Utiliser le protocole SMTP";S;;T;N
"SMTP Server";"Serveur SMTP";B;;T;N
"SMTP Port";"Port SMTP";B;;T;N
"SMTP Authentication";"Authentification SMTP";S;;T;N
"Use SSL connection";"Utiliser une connexion SSL";S;;T;N
"SMTP Username";"Nom d'utilisateur SMTP";S;;T;N
"Is default mail account";"Est ce le compte email par défaut";S;;T;N
"Yes";"Oui";B;;T;N
"No";"Non";B;;T;N
"Email account test mail";"Compte email de test";B;;T;N
"Default Mail Account";"Compte mail par défaut";S;;T;N
"Email settings saved";"La configuration des mails a été sauvegardée";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Mail d'essai programmé, vérifiez votre boite d'expédition afin de vous assurer qu'il a été envoyé correctement.";S;;T;N
"Failed to restart %s row(s)";"Le redémarrage de %s ligne(s) a échoué";S;;T;N
"%s row(s) successfully restarted";"%s ligne(s) redémarrée(s) avec succès";S;;T;N
"To recipients";"Aux destinataires";S;;T;N
"Mail subject";"Sujet";S;;T;N
"Scheduled at";"Programmé à";S;;T;N
"Last retry";"Dernière tentative";S;;T;N
"Retry number";"Nombre de nouvelle tentative";S;;T;N
"Error message";"Message d'erreur";S;;T;N
"Account name";"Nom de compte";B;;T;N
"Server Date";"Date du serveur";S;;T;N
"Server Time";"Heure du serveur";S;;T;N
"Mail template not defined in database for class %s";"Le template du mail n'est pas défini dans la base de données pour la classe %s";S;;T;N
"Recipients empty";"Liste des destinataires vide";S;;T;N
"Body of mail not specified";"Corps du courrier non spéficié";S;;T;N
"From address is empty";"L'expéditeur est vide";S;;T;N
"Failed to init mail headers";"L'initialisation des en-têtes de mail a échouée";S;;T;N
"Email transfer method error";"Erreur lors de l'envoi du mail";S;;T;N
"Application Title";"Post Affiliate Pro";S;;T;N
"Failed to save settings with error %s";"La sauvegarde des configuration a échouée avec l'erreur %s";S;;T;N
"Proxy server settings saved.";"Les configurations du proxy ont été sauvegardés avec succès";S;;T;N
"Failed to load proxy server settings.";"Le chargement des configurations du proxy a échoué.";S;;T;N
"Pdf saved";"PDF Sauvegardé";S;;T;N
"Path to save file '%s' not exist";"Le chemin pour sauver le fichier '%s' n'existe pas";S;;T;N
"Path to save file %s is null";"Le chemin pour sauver le dossier %s est vide";S;;T;N
"Unable to create file %s%s.pdf";"Impossible de créer le fichier %s%s.pdf";S;;T;N
"Pdf output: %s";"Sortie PDF: %s";S;;T;N
"Role";"Rôle";B;;T;N
"Logged in";"Connecté";S;;T;N
"Last Request";"Dernière Demande";S;;T;N
"entries";"entrées";S;;T;N
"SettingsImportExportDescription";"Paramètres Import Export Description";B;;T;N
"Undefined table name";"Nom de la table non défini";S;;T;N
"Undefined $option";"$option non défini";S;;T;N
"Table alias must by defined";"Le tableau doit être défini";S;;T;N
"equals";"quivaut";S;;T;N
"not equals";"n'équivaut pas";S;;T;N
"is like";"est comme";S;;T;N
"is not like";"n'est pas comme";S;;T;N
"is greater";"est plus grand";S;;T;N
"is lower";"est inférieur";S;;T;N
"is greater or equal";"est plus grand ou égal";S;;T;N
"is lower or equal";"est inférieur ou égal";S;;T;N
"is";"est";S;;T;N
"is in";"est dedans";S;;T;N
"Template";"Template";S;;T;N
"Unable to save template '%s'";"Impossible de sauvegarder le template '%s'";S;;T;N
